,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance,population
119,2019-04-30,39,PM2.5,MILWAUKEE - COLLEGE AVE. NR,55-079-0056,AQS,5,35,0.0,12.0,39.0,18.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
120,2019-05-01,36,Ozone,BAYSIDE,55-079-0085,AQS,5,36,0.0,9.0,30.0,30.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
121,2019-05-02,45,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,33,0.0,13.0,45.0,25.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
122,2019-05-03,35,Ozone,GRAFTON,55-089-0008,AQS,5,35,0.0,12.0,33.0,29.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
123,2019-05-04,44,Ozone,GRAFTON,55-089-0008,AQS,5,44,7.0,14.0,41.0,25.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
124,2019-05-05,61,Ozone,GRAFTON,55-089-0008,AQS,5,61,3.0,15.0,43.0,11.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
125,2019-05-06,41,Ozone,GRAFTON,55-089-0008,AQS,5,41,0.0,9.0,24.0,23.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
126,2019-05-07,37,Ozone,GRAFTON,55-089-0008,AQS,5,37,0.0,8.0,14.0,19.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
127,2019-05-08,40,Ozone,GRAFTON,55-089-0008,AQS,3,40,0.0,13.0,27.0,10.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
128,2019-05-09,36,Ozone,GRAFTON,55-089-0008,AQS,5,36,0.0,12.0,29.0,25.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
129,2019-05-10,36,Ozone,GRAFTON,55-089-0008,AQS,3,36,0.0,6.0,15.0,24.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
130,2019-05-11,41,Ozone,GRAFTON,55-089-0008,AQS,3,41,0.0,8.0,25.0,30.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
131,2019-05-12,42,Ozone,BAYSIDE,55-079-0085,AQS,3,42,0.0,8.0,25.0,15.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
132,2019-05-13,43,Ozone,GRAFTON,55-089-0008,AQS,3,43,0.0,12.0,28.0,30.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
133,2019-05-14,49,Ozone,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,5,49,0.0,19.0,35.0,26.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
134,2019-05-15,77,Ozone,BAYSIDE,55-079-0085,AQS,3,77,0.0,27.0,55.0,25.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
135,2019-05-16,52,PM2.5,MILWAUKEE - SER DNR HDQRS,55-079-0026,AQS,6,48,1.0,21.0,52.0,29.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
136,2019-05-17,31,Ozone,GRAFTON,55-089-0008,AQS,5,31,0.0,6.0,13.0,16.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
137,2019-05-18,38,PM2.5,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,3,30,0.0,14.0,38.0,16.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
138,2019-05-19,45,Ozone,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,2,45,0.0,10.0,23.0,7.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
139,2019-05-20,31,Ozone,GRAFTON,55-089-0008,AQS,3,31,0.0,6.0,11.0,27.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
140,2019-05-21,33,Ozone,GRAFTON,55-089-0008,AQS,3,33,0.0,16.0,21.0,26.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
141,2019-05-22,58,Ozone,BAYSIDE,55-079-0085,AQS,3,58,0.0,21.0,32.0,17.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
142,2019-05-23,41,Ozone,MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,55-079-0010,AQS,5,41,1.0,22.0,29.0,10.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
143,2019-05-24,34,Ozone,WAUKESHA - CLEVELAND AVE,55-133-0027,AQS,3,34,0.0,12.0,29.0,29.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
144,2019-05-25,45,Ozone,BAYSIDE,55-079-0085,AQS,3,45,0.0,15.0,33.0,18.0,43.0389,-87.9065,Milwaukee,2020-03-25,592025
