,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance,population
108,2019-04-19,36,Ozone,Port Huron,26-147-0005,AQS,10,36,11.0,18.0,13.0,12.0,42.3314,-83.0458,Detroit,2020-03-24,672662
109,2019-04-20,33,Ozone,New Haven,26-099-0009,AQS,9,33,11.0,5.0,17.0,14.0,42.3314,-83.0458,Detroit,2020-03-24,672662
110,2019-04-21,87,SO2,Southwestern H.S.,26-163-0015,AQS,7,42,87.0,13.0,45.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
111,2019-04-22,61,SO2,Southwestern H.S.,26-163-0015,AQS,8,46,61.0,23.0,51.0,28.0,42.3314,-83.0458,Detroit,2020-03-24,672662
112,2019-04-23,81,SO2,Southwestern H.S.,26-163-0015,AQS,9,36,81.0,49.0,47.0,35.0,42.3314,-83.0458,Detroit,2020-03-24,672662
113,2019-04-24,43,Ozone,New Haven,26-099-0009,AQS,8,43,40.0,26.0,35.0,33.0,42.3314,-83.0458,Detroit,2020-03-24,672662
114,2019-04-25,43,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,9,41,29.0,32.0,43.0,40.0,42.3314,-83.0458,Detroit,2020-03-24,672662
115,2019-04-26,47,Ozone,Port Huron,26-147-0005,AQS,7,47,3.0,28.0,30.0,19.0,42.3314,-83.0458,Detroit,2020-03-24,672662
116,2019-04-27,46,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,6,42,19.0,14.0,46.0,20.0,42.3314,-83.0458,Detroit,2020-03-24,672662
117,2019-04-28,138,PM2.5,Military Park (GHIB),26-163-0100,AQS,6,43,13.0,8.0,138.0,14.0,42.3314,-83.0458,Detroit,2020-03-24,672662
118,2019-04-29,55,SO2,Port Huron,26-147-0005,AQS,7,35,55.0,21.0,35.0,28.0,42.3314,-83.0458,Detroit,2020-03-24,672662
119,2019-04-30,58,PM2.5,Southwestern H.S.,26-163-0015,AQS,7,34,19.0,22.0,58.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
120,2019-05-01,39,SO2,Port Huron,26-147-0005,AQS,9,37,39.0,14.0,39.0,31.0,42.3314,-83.0458,Detroit,2020-03-24,672662
121,2019-05-02,57,PM2.5,Southwestern H.S.,26-163-0015,AQS,9,34,31.0,31.0,57.0,33.0,42.3314,-83.0458,Detroit,2020-03-24,672662
122,2019-05-03,32,Ozone,Port Huron,26-147-0005,AQS,9,32,10.0,16.0,30.0,30.0,42.3314,-83.0458,Detroit,2020-03-24,672662
123,2019-05-04,35,Ozone,Oak Park,26-125-0001,AQS,7,35,21.0,18.0,28.0,30.0,42.3314,-83.0458,Detroit,2020-03-24,672662
124,2019-05-05,67,SO2,Port Huron,26-147-0005,AQS,15,48,67.0,25.0,61.0,31.0,42.3314,-83.0458,Detroit,2020-03-24,672662
125,2019-05-06,60,PM2.5,Southwestern H.S.,26-163-0015,AQS,8,44,39.0,53.0,60.0,38.0,42.3314,-83.0458,Detroit,2020-03-24,672662
126,2019-05-07,31,Ozone,Port Huron,26-147-0005,AQS,7,31,21.0,8.0,25.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
127,2019-05-08,75,SO2,Port Huron,26-147-0005,AQS,8,39,75.0,29.0,37.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
128,2019-05-09,91,SO2,Southwestern H.S.,26-163-0015,AQS,10,41,91.0,27.0,53.0,31.0,42.3314,-83.0458,Detroit,2020-03-24,672662
129,2019-05-10,38,PM2.5,Southwestern H.S.,26-163-0015,AQS,8,36,4.0,28.0,38.0,33.0,42.3314,-83.0458,Detroit,2020-03-24,672662
130,2019-05-11,55,SO2,"REMER ROAD MONITOR, EAST CHINA TOWNSHIP, MI",26-147-0914,AQS,8,37,55.0,9.0,31.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
131,2019-05-12,33,Ozone,New Haven,26-099-0009,AQS,7,33,21.0,6.0,24.0,12.0,42.3314,-83.0458,Detroit,2020-03-24,672662
132,2019-05-13,36,Ozone,Port Huron,26-147-0005,AQS,8,36,6.0,33.0,19.0,33.0,42.3314,-83.0458,Detroit,2020-03-24,672662
133,2019-05-14,44,Ozone,Oak Park,26-125-0001,AQS,8,44,6.0,43.0,39.0,40.0,42.3314,-83.0458,Detroit,2020-03-24,672662
134,2019-05-15,70,PM2.5,Southwestern H.S.,26-163-0015,AQS,10,58,13.0,57.0,70.0,47.0,42.3314,-83.0458,Detroit,2020-03-24,672662
135,2019-05-16,65,PM2.5,Southwestern H.S.,26-163-0015,AQS,10,54,64.0,58.0,65.0,45.0,42.3314,-83.0458,Detroit,2020-03-24,672662
136,2019-05-17,52,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,25,39,37.0,30.0,52.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
137,2019-05-18,44,PM2.5,LIVONIA-NR,26-163-0095,AQS,8,44,14.0,16.0,44.0,23.0,42.3314,-83.0458,Detroit,2020-03-24,672662
138,2019-05-19,66,SO2,Southwestern H.S.,26-163-0015,AQS,11,46,66.0,25.0,64.0,26.0,42.3314,-83.0458,Detroit,2020-03-24,672662
139,2019-05-20,37,PM2.5,Southwestern H.S.,26-163-0015,AQS,6,28,14.0,18.0,37.0,23.0,42.3314,-83.0458,Detroit,2020-03-24,672662
140,2019-05-21,41,SO2,BELLE RIVER MILLS COMPRESSOR STATION,26-147-0913,AQS,8,34,41.0,27.0,39.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
141,2019-05-22,54,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,8,36,46.0,21.0,54.0,40.0,42.3314,-83.0458,Detroit,2020-03-24,672662
142,2019-05-23,47,Ozone,Oak Park,26-125-0001,AQS,8,47,7.0,29.0,45.0,29.0,42.3314,-83.0458,Detroit,2020-03-24,672662
143,2019-05-24,48,PM2.5,Port Huron,26-147-0005,AQS,10,36,21.0,26.0,48.0,32.0,42.3314,-83.0458,Detroit,2020-03-24,672662
144,2019-05-25,52,PM2.5,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS,9,47,19.0,31.0,52.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
145,2019-05-26,52,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,9,31,47.0,14.0,52.0,24.0,42.3314,-83.0458,Detroit,2020-03-24,672662
146,2019-05-27,52,SO2,,26-163-1009,AQS,13,41,52.0,21.0,52.0,25.0,42.3314,-83.0458,Detroit,2020-03-24,672662
147,2019-05-28,62,SO2,"REMER ROAD MONITOR, EAST CHINA TOWNSHIP, MI",26-147-0914,AQS,8,40,62.0,27.0,53.0,26.0,42.3314,-83.0458,Detroit,2020-03-24,672662
148,2019-05-29,58,PM2.5,Southwestern H.S.,26-163-0015,AQS,9,26,17.0,30.0,58.0,28.0,42.3314,-83.0458,Detroit,2020-03-24,672662
149,2019-05-30,51,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,8,42,6.0,25.0,51.0,30.0,42.3314,-83.0458,Detroit,2020-03-24,672662
150,2019-05-31,62,PM2.5,Southwestern H.S.,26-163-0015,AQS,8,50,20.0,39.0,62.0,34.0,42.3314,-83.0458,Detroit,2020-03-24,672662
151,2019-06-01,55,PM2.5,Southwestern H.S.,26-163-0015,AQS,9,44,10.0,27.0,55.0,23.0,42.3314,-83.0458,Detroit,2020-03-24,672662
152,2019-06-02,51,PM2.5,Southwestern H.S.,26-163-0015,AQS,8,36,14.0,19.0,51.0,20.0,42.3314,-83.0458,Detroit,2020-03-24,672662
153,2019-06-03,41,SO2,Southwestern H.S.,26-163-0015,AQS,7,37,41.0,15.0,32.0,32.0,42.3314,-83.0458,Detroit,2020-03-24,672662
154,2019-06-04,68,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,8,61,29.0,51.0,68.0,29.0,42.3314,-83.0458,Detroit,2020-03-24,672662
155,2019-06-05,69,PM2.5,Southwestern H.S.,26-163-0015,AQS,9,47,30.0,25.0,69.0,31.0,42.3314,-83.0458,Detroit,2020-03-24,672662
156,2019-06-06,80,Ozone,Oak Park,26-125-0001,AQS,10,80,54.0,23.0,61.0,27.0,42.3314,-83.0458,Detroit,2020-03-24,672662
157,2019-06-07,77,PM2.5,TRINITY ST MARKS (GHIB),26-163-0099,AQS,11,50,69.0,32.0,77.0,35.0,42.3314,-83.0458,Detroit,2020-03-24,672662
158,2019-06-08,56,SO2,Port Huron,26-147-0005,AQS,8,44,56.0,51.0,53.0,21.0,42.3314,-83.0458,Detroit,2020-03-24,672662
159,2019-06-09,61,SO2,Port Huron,26-147-0005,AQS,11,46,61.0,38.0,48.0,17.0,42.3314,-83.0458,Detroit,2020-03-24,672662
